kernel,backend,device,precision,n,threads,gops,mean_rel_error_f64,median_ms,min_ms,stddev_ms,block_size,repetitions,host,commit,timestamp
metal-naive,metal,Apple M1 Pro,f32,512,1,194.34832117972093,1.8863139510344342e-7,1.381208,1.351791,0.20912074906689673,,5,Pauls-MacBook-Pro,ae89483,2026-09-25T14:28:35Z
metal-naive-e2e,metal,Apple M1 Pro,f32,512,1,184.1225913409337,1.8863139510344342e-7,1.457917,1.428,0.22681932398894059,,5,Pauls-MacBook-Pro,ae89483,2026-09-25T14:28:35Z
metal-naive,metal,Apple M1 Pro,f32,1024,1,317.1628965470999,1.1589929630042104e-7,6.770917000000001,6.491125,0.42067140436295397,,5,Pauls-MacBook-Pro,ae89483,2026-09-25T14:28:35Z
metal-naive-e2e,metal,Apple M1 Pro,f32,1024,1,302.51753530360736,1.1589929630042104e-7,7.098707999999999,6.826042,0.4051944723749328,,5,Pauls-MacBook-Pro,ae89483,2026-09-25T14:28:35Z
metal-naive,metal,Apple M1 Pro,f32,2048,1,246.92012847705675,3.136412475384265e-7,69.576625,66.896125,1.6772811095842861,,5,Pauls-MacBook-Pro,ae89483,2026-09-25T14:28:35Z
metal-naive-e2e,metal,Apple M1 Pro,f32,2048,1,241.7575993484597,3.136412475384265e-7,71.062375,68.116166,2.061631853635296,,5,Pauls-MacBook-Pro,ae89483,2026-09-25T14:28:35Z
metal-naive,metal,Apple M1 Pro,f32,4096,1,264.26133975020537,3.290470972061699e-7,520.08725,518.664708,2.614403021189391,,5,Pauls-MacBook-Pro,ae89483,2026-09-25T14:28:35Z
metal-naive-e2e,metal,Apple M1 Pro,f32,4096,1,261.3753439736844,3.290470972061699e-7,525.829833,524.703041,14.18069907655199,,5,Pauls-MacBook-Pro,ae89483,2026-09-25T14:28:35Z
metal-naive,metal,Apple M1 Pro,i32,64,1,2.7801445517358405,0.0,0.188583,0.15829200000000002,0.03654818368537622,,5,Pauls-MacBook-Pro,ae89483,2026-09-25T14:28:35Z
metal-naive-e2e,metal,Apple M1 Pro,i32,64,1,2.690381013470173,0.0,0.19487500000000002,0.163791,0.037527553194952656,,5,Pauls-MacBook-Pro,ae89483,2026-09-25T14:28:35Z
metal-naive,metal,Apple M1 Pro,i32,128,1,17.700622051165183,0.0,0.236958,0.22933299999999998,0.012217564090275947,,5,Pauls-MacBook-Pro,ae89483,2026-09-25T14:28:35Z
metal-naive-e2e,metal,Apple M1 Pro,i32,128,1,16.88698137896326,0.0,0.248375,0.23800000000000002,0.014475673224413416,,5,Pauls-MacBook-Pro,ae89483,2026-09-25T14:28:35Z
metal-naive,metal,Apple M1 Pro,i32,256,1,106.29726356338662,0.0,0.315666,0.307417,0.00768933669440998,,5,Pauls-MacBook-Pro,ae89483,2026-09-25T14:28:35Z
metal-naive-e2e,metal,Apple M1 Pro,i32,256,1,99.05367380073801,0.0,0.33875,0.329791,0.009286626066553984,,5,Pauls-MacBook-Pro,ae89483,2026-09-25T14:28:35Z
metal-naive,metal,Apple M1 Pro,i32,512,1,182.9202425894378,0.0,1.4675,1.1102079999999999,0.2672435173653423,,5,Pauls-MacBook-Pro,ae89483,2026-09-25T14:28:35Z
metal-naive-e2e,metal,Apple M1 Pro,i32,512,1,172.07401025641025,0.0,1.56,1.194125,0.26351929510056754,,5,Pauls-MacBook-Pro,ae89483,2026-09-25T14:28:35Z
metal-naive,metal,Apple M1 Pro,i32,1024,1,331.4700353436957,0.0,6.4786660000000005,6.423166999999999,1.004481734306652,,5,Pauls-MacBook-Pro,ae89483,2026-09-25T14:28:35Z
metal-naive-e2e,metal,Apple M1 Pro,i32,1024,1,316.8022494237401,0.0,6.778625,6.733125,1.3277106735714301,,5,Pauls-MacBook-Pro,ae89483,2026-09-25T14:28:35Z
metal-naive,metal,Apple M1 Pro,i32,2048,1,273.3179871698342,0.0,62.856708999999995,61.638375,1.088888626104522,,5,Pauls-MacBook-Pro,ae89483,2026-09-25T14:28:35Z
metal-naive-e2e,metal,Apple M1 Pro,i32,2048,1,267.08075148514274,0.0,64.324625,63.903292,0.9170010125630682,,5,Pauls-MacBook-Pro,ae89483,2026-09-25T14:28:35Z
metal-naive,metal,Apple M1 Pro,i32,4096,1,268.50415530536134,0.0,511.869,507.687541,6.2502704945833125,,5,Pauls-MacBook-Pro,ae89483,2026-09-25T14:28:35Z
metal-naive-e2e,metal,Apple M1 Pro,i32,4096,1,264.8778413602074,0.0,518.87675,513.103667,6.136923665322741,,5,Pauls-MacBook-Pro,ae89483,2026-09-25T14:28:35Z
metal-naive,metal,Apple M1 Pro,i64,64,1,2.443276292733848,0.0,0.214584,0.208166,0.010012092014159688,,5,Pauls-MacBook-Pro,ae89483,2026-09-25T14:28:35Z
metal-naive-e2e,metal,Apple M1 Pro,i64,64,1,2.361657657657658,0.0,0.222,0.215958,0.010862850878107459,,5,Pauls-MacBook-Pro,ae89483,2026-09-25T14:28:35Z
metal-naive,metal,Apple M1 Pro,i64,128,1,15.947923954372623,0.0,0.263,0.222041,0.24046808470106792,,5,Pauls-MacBook-Pro,ae89483,2026-09-25T14:28:35Z
metal-naive-e2e,metal,Apple M1 Pro,i64,128,1,14.97746401419792,0.0,0.28004100000000004,0.234334,0.24681202957574816,,5,Pauls-MacBook-Pro,ae89483,2026-09-25T14:28:35Z
metal-naive,metal,Apple M1 Pro,i64,256,1,86.90043897701521,0.0,0.386125,0.3675,0.0114148709716755,,5,Pauls-MacBook-Pro,ae89483,2026-09-25T14:28:35Z
metal-naive-e2e,metal,Apple M1 Pro,i64,256,1,77.87509602552944,0.0,0.430875,0.410125,0.014713858977168412,,5,Pauls-MacBook-Pro,ae89483,2026-09-25T14:28:35Z
metal-naive,metal,Apple M1 Pro,i64,512,1,146.80300261082328,0.0,1.8285420000000001,1.821792,0.4749140461033974,,5,Pauls-MacBook-Pro,ae89483,2026-09-25T14:28:35Z
metal-naive-e2e,metal,Apple M1 Pro,i64,512,1,136.33660332050562,0.0,1.9689170000000003,1.963958,0.4858213142455774,,5,Pauls-MacBook-Pro,ae89483,2026-09-25T14:28:35Z
metal-naive,metal,Apple M1 Pro,i64,1024,1,219.05833759212507,0.0,9.80325,9.72625,0.2845447504520156,,5,Pauls-MacBook-Pro,ae89483,2026-09-25T14:28:35Z
metal-naive-e2e,metal,Apple M1 Pro,i64,1024,1,204.6448636988123,0.0,10.493709,10.297583000000001,0.5597968189321008,,5,Pauls-MacBook-Pro,ae89483,2026-09-25T14:28:35Z
metal-naive,metal,Apple M1 Pro,i64,2048,1,212.8593498214929,0.0,80.709958,80.649125,0.8460184452489813,,5,Pauls-MacBook-Pro,ae89483,2026-09-25T14:28:35Z
metal-naive-e2e,metal,Apple M1 Pro,i64,2048,1,205.9478477099252,0.0,83.418542,83.244083,1.4091808174004108,,5,Pauls-MacBook-Pro,ae89483,2026-09-25T14:28:35Z
metal-naive,metal,Apple M1 Pro,i64,4096,1,202.19408657530053,0.0,679.73775,654.4968749999999,13.944823734095735,,5,Pauls-MacBook-Pro,ae89483,2026-09-25T14:28:35Z
metal-naive-e2e,metal,Apple M1 Pro,i64,4096,1,198.89810259302163,0.0,691.0018329999999,664.9366249999999,16.375749289356186,,5,Pauls-MacBook-Pro,ae89483,2026-09-25T14:28:35Z
