kernel,n,threads,precision,elapsed_ms,gflops
static-ikj,256,8,f32,0.32285400000000003,103.93066835163881
static-ikj,256,10,f32,0.328571,102.12231755084899
mps,256,1,f32,0.4506,74.46611628939192
naive-ijk,512,1,f32,119.801112,2.240675829453069
ikj,512,1,f32,10.146096,26.45701913327057
tiled,512,1,f32,13.408504,20.019791618811468
rayon-ikj,512,1,f32,10.156942,26.428767241163726
rayon-ikj,512,2,f32,5.29855,50.66205962008474
rayon-ikj,512,4,f32,2.772929,96.80574439518647
rayon-ikj,512,8,f32,1.596229,168.16851216210205
rayon-ikj,512,10,f32,1.4501620000000002,185.10721974510435
rayon-tiled,512,1,f32,13.506017,19.87524937959133
rayon-tiled,512,2,f32,6.974317,38.48913893647221
rayon-tiled,512,4,f32,3.6994749999999996,72.56041897836856
rayon-tiled,512,8,f32,2.181833,123.03208174044484
rayon-tiled,512,10,f32,2.006383,133.79073486966348
static-ikj,512,1,f32,10.312879,26.02914821360747
static-ikj,512,2,f32,5.317258,50.48381252141611
static-ikj,512,4,f32,2.781754,96.49863215798378
static-ikj,512,8,f32,1.565204,171.50189751623432
static-ikj,512,10,f32,1.907863,140.69954498829318
mps,512,1,f32,0.76975,348.73069957778495
naive-ijk,1024,1,f32,1077.834634,1.9924054954797454
ikj,1024,1,f32,83.124275,25.83461507483825
tiled,1024,1,f32,119.023433,18.042528213750984
rayon-ikj,1024,1,f32,82.460129,26.04269086214988
rayon-ikj,1024,2,f32,42.291729000000004,50.77786363380887
rayon-ikj,1024,4,f32,21.668629,99.10565398484603
rayon-ikj,1024,8,f32,11.310412000000001,189.86785344335817
rayon-ikj,1024,10,f32,10.856788,197.80101149621785
rayon-tiled,1024,1,f32,119.92965,17.906194573235226
rayon-tiled,1024,2,f32,65.718442,32.67703224005219
rayon-tiled,1024,4,f32,31.732267,67.67507811528246
rayon-tiled,1024,8,f32,17.048113,125.96606134649623
rayon-tiled,1024,10,f32,15.819099999999999,135.75258061457353
static-ikj,1024,1,f32,82.292263,26.095814718328988
static-ikj,1024,2,f32,42.018113,51.10852188911957
static-ikj,1024,4,f32,21.622508,99.31704721764932
static-ikj,1024,8,f32,12.062763,178.02585095968476
static-ikj,1024,10,f32,14.437183,148.7467221271629
mps,1024,1,f32,1.427304,1504.573411130355
naive-ijk,2048,1,f32,23001.582863,0.7468994323705992
ikj,2048,1,f32,713.114917,24.09130530640688
tiled,2048,1,f32,1176.524208,14.602223283789838
rayon-ikj,2048,1,f32,713.183933,24.08897395056711
rayon-ikj,2048,2,f32,393.172871,43.695459303447215
rayon-ikj,2048,4,f32,232.803342,73.79562954899505
rayon-ikj,2048,8,f32,118.77053699999999,144.64756679512192
rayon-ikj,2048,10,f32,116.832117,147.0474868139212
rayon-tiled,2048,1,f32,1189.686358,14.440670911685785
rayon-tiled,2048,2,f32,643.4524289999999,26.699517182178514
rayon-tiled,2048,4,f32,314.52385799999996,54.621831530503485
rayon-tiled,2048,8,f32,157.450963,109.1125062474213
rayon-tiled,2048,10,f32,160.559033,107.00032793545788
static-ikj,2048,1,f32,713.7950870000001,24.06834888175687
static-ikj,2048,2,f32,396.00818300000003,43.38261157598352
static-ikj,2048,4,f32,229.024492,75.01323999880327
static-ikj,2048,8,f32,121.1409,141.81724903810357
static-ikj,2048,10,f32,126.453691,135.85897768693837
mps,2048,1,f32,5.048729,3402.810724045596
