kernel,n,threads,precision,elapsed_ms,gflops
rayon-tiled,4096,10,f32,1323.22,103.86704665286196
static-ikj,4096,1,f32,5506.955292,24.95733961589605
static-ikj,4096,2,f32,3207.229208,42.85286287901628
static-ikj,4096,4,f32,2306.33225,59.59200088018541
static-ikj,4096,8,f32,1421.502292,96.68570655530115
static-ikj,4096,10,f32,1203.949333,114.15675868147186
static-tiled,4096,1,f32,9401.160125,14.619360977217692
static-tiled,4096,2,f32,4697.3335,29.258930299924415
static-tiled,4096,4,f32,2336.919667,58.81201455608272
static-tiled,4096,8,f32,1274.8842499999998,107.80504463209111
static-tiled,4096,10,f32,1443.61675,95.2045987773417
mps,4096,1,f32,39.290375000000004,3498.0310946892205
