kernel,n,threads,precision,elapsed_ms,gflops
tiled,4096,1,f16,6116.68225,22.469526428645203
rayon-ikj,4096,1,f16,2718.544854,50.55607350740441
rayon-ikj,4096,2,f16,1521.8963250000002,90.30769784663222
rayon-ikj,4096,4,f16,1029.806,133.46101447457093
rayon-ikj,4096,8,f16,507.0873500000001,271.0360522146727
rayon-ikj,4096,10,f16,539.763667,254.6280193994606
rayon-tiled,4096,1,f16,6221.280425,22.091747049322247
rayon-tiled,4096,2,f16,3393.781358,40.49729165611145
rayon-tiled,4096,4,f16,1663.609046,82.61493516307797
rayon-tiled,4096,8,f16,867.719733,158.39095072417814
rayon-tiled,4096,10,f16,844.821788,162.6839594151187
static-ikj,4096,1,f16,2721.214362,50.506478060400596
static-ikj,4096,2,f16,1508.652879,91.10044821118855
static-ikj,4096,4,f16,1026.377471,133.90682994833585
static-ikj,4096,8,f16,501.53145,274.03855425616877
static-ikj,4096,10,f16,557.217129,246.65242024891162
static-tiled,4096,1,f16,6240.855733,22.02245322628739
static-tiled,4096,2,f16,3418.68175,40.20232461591372
static-tiled,4096,4,f16,1672.5568750000002,82.17296256188597
static-tiled,4096,8,f16,875.919162,156.90826212567777
static-tiled,4096,10,f16,824.5413080000001,166.68534631135788
mps,4096,1,f16,38.073062,3609.8739174695224
