kernel,n,threads,precision,median_ms,min_ms,stddev_ms,gflops
rayon-tiled,512,8,f32,2.00675,1.948292,0.028439520676340563,133.76626684938336
rayon-tiled,512,10,f32,1.9615829999999999,1.919958,0.02539161374745602,136.84634093994495
static-ikj,512,1,f32,10.177916999999999,10.148582999999999,0.10023632956169161,26.37430193231091
static-ikj,512,2,f32,5.31175,5.271208000000001,0.0690588584817326,50.53616152868641
static-ikj,512,4,f32,2.7560409999999997,2.729917,0.02765478585706286,97.39893419582656
static-ikj,512,8,f32,1.464625,1.418625,0.23037521418915702,183.27930767261245
static-ikj,512,10,f32,1.896833,1.881625,0.052136025906277056,141.5177066194019
static-tiled,512,1,f32,13.72825,13.686208,0.17614772314651203,19.55350871378362
static-tiled,512,2,f32,7.0094579999999995,6.928667,0.07390123208918765,38.2961786774384
static-tiled,512,4,f32,3.707333,3.654917,0.03229336559264134,72.406621147871
static-tiled,512,8,f32,1.9988749999999997,1.949667,0.43325127953913767,134.2932679632293
static-tiled,512,10,f32,2.498125,2.4246670000000003,0.19603539171715897,107.45477348011009
mps,512,1,f32,0.36362500000000003,0.35675,0.008843628440860674,738.2205733929185
naive-ijk,1024,1,f32,1042.7920829999998,1038.801958,5.2815185947399454,2.059359370874702
ikj,1024,1,f32,81.977958,81.891583,0.1313838784668781,26.195866552323736
tiled,1024,1,f32,119.458834,118.55779199999999,1.1862203619087837,17.97676719329104
rayon-ikj,1024,1,f32,82.53,81.9425,0.7276129371559432,26.020642772325214
rayon-ikj,1024,2,f32,42.097750000000005,41.867374999999996,0.5704970302898182,51.011839065033165
rayon-ikj,1024,4,f32,21.695125,21.477166999999998,0.1532184184881178,98.98461741981204
rayon-ikj,1024,8,f32,11.317333000000001,11.215875,0.24343137917450175,189.7517416868444
rayon-ikj,1024,10,f32,10.709833999999999,10.47325,0.2657078974437909,200.51511984219363
rayon-tiled,1024,1,f32,120.617625,119.377167,0.9529207887456905,17.804061786161018
rayon-tiled,1024,2,f32,61.690458,61.190417,0.40560840807545023,34.810629027912235
rayon-tiled,1024,4,f32,31.145,30.810417,0.35669235858411635,68.95115260876545
rayon-tiled,1024,8,f32,16.324624999999997,15.632375,1.5346610944448937,131.5487276430546
rayon-tiled,1024,10,f32,15.816500000000001,15.667583999999998,1.089907566676505,135.7748963424272
static-ikj,1024,1,f32,82.672917,82.015833,0.3447861925952116,25.975660783809044
static-ikj,1024,2,f32,42.10575,41.898958,0.19114104334966794,51.00214692767616
static-ikj,1024,4,f32,21.589792,21.317958,0.15313310602642372,99.46754688512053
static-ikj,1024,8,f32,11.025875,10.953917,0.5576564993470446,194.7676395750904
static-ikj,1024,10,f32,13.669749999999999,12.975624999999999,0.5945483184656234,157.09750712339292
static-tiled,1024,1,f32,120.396584,119.354666,1.1840243085455244,17.8367489894896
static-tiled,1024,2,f32,61.519417,61.237333,0.34907282144818963,34.907412207758725
static-tiled,1024,4,f32,31.570165999999997,31.362333,0.7420458244593131,68.02256434128348
static-tiled,1024,8,f32,16.729042,15.3805,1.0781480051568522,128.36859683895827
static-tiled,1024,10,f32,18.723917,17.544916,0.9798579485115687,114.69200851509864
mps,1024,1,f32,3.2283749999999998,2.165667,0.5397398293520684,665.1902731250242
