kernel,n,threads,precision,elapsed_ms,gflops
static-tiled,1024,4,f64,62.369417000000006,34.431677435753485
static-tiled,1024,8,f64,31.774833,67.58441965690268
static-tiled,1024,10,f64,32.713125000000005,65.64593410137368
naive-ijk,2048,1,f64,28889.483584,0.5946755376934052
ikj,2048,1,f64,1348.720375,12.73790290593037
tiled,2048,1,f64,1659.4823330000002,10.352547202441352
rayon-ikj,2048,1,f64,1490.561542,11.525769785357845
rayon-ikj,2048,2,f64,855.717792,20.076559520688335
rayon-ikj,2048,4,f64,521.5289170000001,32.941354973802916
rayon-ikj,2048,8,f64,258.744625,66.3970089581571
rayon-ikj,2048,10,f64,275.856375,62.27831125526826
rayon-tiled,2048,1,f64,1720.742208,9.983987783950495
rayon-tiled,2048,2,f64,877.449292,19.579329928959588
rayon-tiled,2048,4,f64,442.03912499999996,38.86504205708036
rayon-tiled,2048,8,f64,259.7145,66.14905669109734
rayon-tiled,2048,10,f64,260.532583,65.94134593906053
static-ikj,2048,1,f64,1406.100708,12.21809297602601
static-ikj,2048,2,f64,787.963042,21.802887024236856
static-ikj,2048,4,f64,516.89275,33.23681592361278
static-ikj,2048,8,f64,334.30808299999995,51.3893323482699
static-ikj,2048,10,f64,368.82716700000003,46.57972817929651
static-tiled,2048,1,f64,1699.0849589999998,10.111247876687253
static-tiled,2048,2,f64,873.277292,19.67286833332659
static-tiled,2048,4,f64,444.73454200000003,38.62949144166094
static-tiled,2048,8,f64,266.37841699999996,64.49422358418776
static-tiled,2048,10,f64,246.997791,69.55474830137247
naive-ijk,4096,1,f64,264487.20924999996,0.5196431005557218
ikj,4096,1,f64,10863.528791,12.651409695334234
tiled,4096,1,f64,13630.848417,10.08293462500765
rayon-ikj,4096,1,f64,10799.496959,12.726421794809822
rayon-ikj,4096,2,f64,6532.455458,21.039401547496933
rayon-ikj,4096,4,f64,4847.4115839999995,28.35306040973475
rayon-ikj,4096,8,f64,3093.124791,44.43369173849798
rayon-ikj,4096,10,f64,3133.2451250000004,43.864730651100906
rayon-tiled,4096,1,f64,14022.022584,9.801649701293906
rayon-tiled,4096,2,f64,7274.155917,18.89414456332996
rayon-tiled,4096,4,f64,3674.940125,37.398964009515666
rayon-tiled,4096,8,f64,2280.6697090000002,60.26254171291753
rayon-tiled,4096,10,f64,2234.075125,61.51939652074144
static-ikj,4096,1,f64,10917.838958,12.588475979606951
static-ikj,4096,2,f64,6206.963334,22.142704262348072
static-ikj,4096,4,f64,4662.098916,29.480059507171557
static-ikj,4096,8,f64,3056.629583,44.96421621919505
static-ikj,4096,10,f64,3110.204333,44.189686193199705
static-tiled,4096,1,f64,14135.409582999999,9.723025899248894
static-tiled,4096,2,f64,7265.229875,18.917357858824804
static-tiled,4096,4,f64,3735.44675,36.793177006739555
static-tiled,4096,8,f64,2283.303458,60.19302996737283
static-tiled,4096,10,f64,2137.174333,64.30872360284893
