kernel,n,threads,precision,median_ms,min_ms,stddev_ms,gflops
rayon-ikj,128,8,i32,0.06849999999999999,0.058249999999999996,0.04305142141904261,61.230715328467156
rayon-ikj,128,10,i32,0.077041,0.052042,0.017824927385546342,54.44249166028478
rayon-tiled,128,1,i32,0.205583,0.193958,0.0067738477987034735,20.401998219697155
rayon-tiled,128,2,i32,0.107416,0.103333,0.022355116432262213,39.047292768302675
rayon-tiled,128,4,i32,0.112166,0.10516700000000001,0.012214280809773456,37.39372002211009
rayon-tiled,128,8,i32,0.12241699999999998,0.11608399999999999,0.0056366473457189,34.26243087152928
rayon-tiled,128,10,i32,0.12000000000000001,0.114208,0.004305826656984694,34.952533333333335
static-ikj,128,1,i32,0.138375,0.137083,0.0020408849061130377,30.311140018066848
static-ikj,128,2,i32,0.08574999999999999,0.07483300000000001,0.012244459183647104,48.91316618075802
static-ikj,128,4,i32,0.074459,0.06674999999999999,0.011420455822776952,56.330383163888854
static-ikj,128,8,i32,0.091375,0.07575,0.01346041248625019,45.90209575923392
static-ikj,128,10,i32,0.068,0.06516699999999999,0.0018178486460649033,61.68094117647059
static-tiled,128,1,i32,0.204291,0.1975,0.03410438362146425,20.53102681958579
static-tiled,128,2,i32,0.13658299999999998,0.129,0.005610463198346462,30.70882906364628
static-tiled,128,4,i32,0.102959,0.089792,0.006866523669223024,40.73761400169
static-tiled,128,8,i32,0.09816699999999999,0.08325,0.01397096309493372,42.72621145598826
static-tiled,128,10,i32,0.111333,0.08254099999999999,0.016756634304059992,37.67350201647311
naive-ijk,256,1,i32,11.7675,11.451208,0.31514989926541326,2.8514495007435734
ikj,256,1,i32,1.277041,1.276666,0.005011171988666946,26.275140735497136
tiled,256,1,i32,1.536417,1.517709,0.061550767202367206,21.839404276313008
rayon-ikj,256,1,i32,1.322541,1.3147499999999999,0.016804841400620222,25.371184711853925
rayon-ikj,256,2,i32,0.709166,0.6908329999999999,0.016417708305363453,47.31534224709024
rayon-ikj,256,4,i32,0.378917,0.37479199999999996,0.017286471308511776,88.55351435802564
rayon-ikj,256,8,i32,0.474666,0.3,0.15439159807353509,70.69061613850582
rayon-ikj,256,10,i32,0.361834,0.31241599999999997,0.08979919144958932,92.73432568525898
rayon-tiled,256,1,i32,1.619208,1.5711659999999998,0.039769233208599895,20.722743464706202
rayon-tiled,256,2,i32,0.8261670000000001,0.81125,0.040062021884822545,40.61458760759023
rayon-tiled,256,4,i32,0.478458,0.425416,0.1121912548900314,70.13036044961103
rayon-tiled,256,8,i32,0.463625,0.438,0.030166394912219816,72.3740781881909
rayon-tiled,256,10,i32,0.5049170000000001,0.458,0.03379344313324704,66.45534216514794
static-ikj,256,1,i32,1.3452920000000002,1.330833,0.012146109471760915,24.94211814238098
static-ikj,256,2,i32,0.740083,0.71575,0.015151160113997884,45.338741735724234
static-ikj,256,4,i32,0.40462499999999996,0.399125,0.011090173519832765,82.92723385851097
static-ikj,256,8,i32,0.318083,0.24041700000000002,0.06356309436693591,105.48954832543707
static-ikj,256,10,i32,0.395417,0.315958,0.1713771756696323,84.85834448190138
static-tiled,256,1,i32,1.569333,1.545417,0.05221406273505256,21.38133334352875
static-tiled,256,2,i32,0.85475,0.8298329999999999,0.01916906833155957,39.25642819537876
static-tiled,256,4,i32,0.44616700000000004,0.43124999999999997,0.009989577628708834,75.20599237505239
static-tiled,256,8,i32,0.419792,0.403041,0.013203370846113508,79.93108968250942
static-tiled,256,10,i32,0.419625,0.402584,0.02059044968425897,79.9629002085195
naive-ijk,512,1,i32,93.998708,93.278583,0.7547905592550186,2.8557355915998337
ikj,512,1,i32,10.493333,10.313958,0.11961951899125858,25.581524573746012
tiled,512,1,i32,13.543667000000001,13.274792,0.1423678128029651,19.819998232384183
rayon-ikj,512,1,i32,10.406792,10.386,0.08151520516014196,25.794255905181924
rayon-ikj,512,2,i32,5.326,5.232457999999999,0.06288318341019325,50.40094930529478
rayon-ikj,512,4,i32,2.783209,2.7503330000000004,0.021712003148028448,96.44818481112988
rayon-ikj,512,8,i32,1.6183750000000001,1.587375,0.06589876718649594,165.8672779794547
rayon-ikj,512,10,i32,1.497334,1.378541,0.12037745153972979,179.2756031720378
rayon-tiled,512,1,i32,13.559625,13.407374999999998,0.10731381238824825,19.796672548097753
rayon-tiled,512,2,i32,7.003083999999999,6.811083,0.10212575819889903,38.331034726986
rayon-tiled,512,4,i32,3.599,3.575166,0.020890987992433618,74.58612281189218
rayon-tiled,512,8,i32,2.572375,2.2518339999999997,0.34896091643234217,104.35315846251034
rayon-tiled,512,10,i32,3.023959,2.652583,0.1646803210987883,88.76954217963934
static-ikj,512,1,i32,10.463000000000001,10.325834,0.08421536420511398,25.655687278983077
static-ikj,512,2,i32,5.329750000000001,5.291125,0.05291335416225294,50.365487311787604
static-ikj,512,4,i32,2.7699170000000004,2.7143330000000003,0.029819236849724966,96.91101069093405
static-ikj,512,8,i32,1.861958,1.5592920000000001,0.34976099194692933,144.16837329306034
static-ikj,512,10,i32,2.1867089999999996,1.8538750000000002,0.16012814779669426,122.75774051325534
static-tiled,512,1,i32,13.574833,13.529625,0.09831648887546789,19.77449416873121
static-tiled,512,2,i32,6.912958000000001,6.858458,0.11912658652962409,38.83076622192699
static-tiled,512,4,i32,3.596916,3.490459,0.051987545320970815,74.62933690973045
static-tiled,512,8,i32,2.630458,2.2355,0.30947460148887823,102.04894204735449
static-tiled,512,10,i32,2.579375,2.198292,0.26059849867142376,104.06996113399563
naive-ijk,1024,1,i32,1032.5966250000001,1022.3266660000002,15.33310848367301,2.0796926854181805
ikj,1024,1,i32,86.08954100000001,86.006,0.10924630195938155,24.944768238455353
tiled,1024,1,i32,119.67266699999999,119.3685,0.26174204285383706,17.944646023473346
rayon-ikj,1024,1,i32,85.978333,85.597667,0.343555365281927,24.977032853149172
rayon-ikj,1024,2,i32,43.327709,43.164375,0.13158680340634507,49.563747947070084
rayon-ikj,1024,4,i32,22.20825,21.975208,0.2099249326183051,96.6975627525807
rayon-ikj,1024,8,i32,12.25775,11.838458,0.37694512529836466,175.19395060267993
rayon-ikj,1024,10,i32,12.241667,11.950417,0.2672763381498635,175.424118953734
rayon-tiled,1024,1,i32,120.66975000000001,119.881833,0.43691260661544223,17.79637107062872
rayon-tiled,1024,2,i32,61.006875,60.407084,0.3306887301319774,35.20068267715729
rayon-tiled,1024,4,i32,30.513749999999998,30.333958000000003,0.1477113453858563,70.37757234033838
rayon-tiled,1024,8,i32,18.843292,18.082667,0.9593196159751451,113.96541793228062
rayon-tiled,1024,10,i32,17.325875,15.881083,1.4595846103073291,123.94662018512773
static-ikj,1024,1,i32,86.25566699999999,85.79425,0.25685452061682224,24.89672531313218
static-ikj,1024,2,i32,43.49675,43.32975,0.11634052365018838,49.37112883146442
static-ikj,1024,4,i32,22.169332999999998,21.956166999999997,0.0987526406548215,96.86730981035831
static-ikj,1024,8,i32,14.178125,12.762208000000001,1.3013016183646666,151.4645729248402
static-ikj,1024,10,i32,15.788208000000001,15.157917,0.46486877081225875,136.01820092565285
static-tiled,1024,1,i32,121.599666,120.788667,0.5129978726999751,17.6602758760867
static-tiled,1024,2,i32,60.970583000000005,60.735375,0.46625883561633447,35.221635456561074
static-tiled,1024,4,i32,30.871667,30.468249999999998,0.30029360472094646,69.56163552813653
static-tiled,1024,8,i32,19.216875,17.735083,1.1805195013684446,111.74988899079584
static-tiled,1024,10,i32,21.066959,19.353334,1.0591068037510192,101.93610041202436
naive-ijk,2048,1,i32,24855.465,24837.04375,24.746747894318602,0.6911908179549245
ikj,2048,1,i32,760.805959,757.851,2.026224967429891,22.58114435194638
tiled,2048,1,i32,1153.113541,1152.376417,0.3501573403410047,14.898679594987083
rayon-ikj,2048,1,i32,761.695292,760.788,1.502024139226607,22.55477927254932
rayon-ikj,2048,2,i32,438.438583,435.38545899999997,2.0939535038727137,39.18420926015993
rayon-ikj,2048,4,i32,236.314042,234.783667,1.905640446781936,72.6993158705313
rayon-ikj,2048,8,i32,135.424125,132.107166,4.692773173069065,126.8597392377466
rayon-ikj,2048,10,i32,129.998584,128.50975,1.2555242335514707,132.15427934199653
rayon-tiled,2048,1,i32,1182.000334,1180.351791,0.9746806676920392,14.534572190738483
rayon-tiled,2048,2,i32,604.909916,603.8384580000001,12.913779826004527,28.40070683185825
rayon-tiled,2048,4,i32,301.82,301.51329100000004,1.8272100468751964,56.92091042343119
rayon-tiled,2048,8,i32,162.628084,159.912042,3.8929975874525424,105.63900626167373
rayon-tiled,2048,10,i32,170.566792,161.77291699999998,9.443449847243489,100.72223896900167
static-ikj,2048,1,i32,759.288042,751.325917,4.623454393080883,22.62628703956331
static-ikj,2048,2,i32,438.44475,433.793125,2.823754767476676,39.18365810971622
static-ikj,2048,4,i32,236.69970800000002,233.472667,1.8602894239872187,72.58086344576309
static-ikj,2048,8,i32,140.25099999999998,135.701292,7.224856428509904,122.49373754197832
static-ikj,2048,10,i32,136.310166,133.59658299999998,5.405223436747078,126.03512773948202
static-tiled,2048,1,i32,1186.641167,1186.243667,0.4250547524423298,14.477728956120062
static-tiled,2048,2,i32,610.375542,599.12825,8.345931890270215,28.146391855262117
static-tiled,2048,4,i32,301.239292,300.317958,1.6597737060360986,57.03063856623325
static-tiled,2048,8,i32,163.475209,158.521209,6.612505514227288,105.09158721430354
static-tiled,2048,10,i32,158.4305,154.86366700000002,7.448486813504097,108.43789033046036
naive-ijk,4096,1,i32,337358.11716699996,335679.940959,1446.3576389783302,0.4073977962236628
ikj,4096,1,i32,5797.188292,5785.465083,9.578783099168792,23.70786432134056
tiled,4096,1,i32,8406.461583,8393.817000000001,6.69719438844039,16.349203777952958
rayon-ikj,4096,1,i32,5790.322125000001,5783.023834,24.712543649386806,23.735977119234967
rayon-ikj,4096,2,i32,3244.4196669999997,3222.775208,9.645292355471241,42.36164478656516
rayon-ikj,4096,4,i32,2168.85475,2122.668584,47.892486925120025,63.369367391707534
rayon-ikj,4096,8,i32,1347.553542,1324.10825,35.20128497617302,101.99146021909976
rayon-ikj,4096,10,i32,1335.8653330000002,1316.820583,9.827860917766507,102.88383871999169
rayon-tiled,4096,1,i32,8808.192000000001,8625.076834,113.32662416697158,15.6035374197111
rayon-tiled,4096,2,i32,4434.931917,4410.823958,13.30486479113463,30.99009320642971
rayon-tiled,4096,4,i32,2221.139041,2219.088,3.7770350331406264,61.877690200845024
rayon-tiled,4096,8,i32,1292.675583,1288.178333,7.18089830380508,106.32130387504968
rayon-tiled,4096,10,i32,1257.5771659999998,1226.632791,48.445081889466685,109.28868397726617
static-ikj,4096,1,i32,5542.3835,5482.824042,278.16854702002723,24.79780648019034
static-ikj,4096,2,i32,3050.988334,2994.390042,191.02221907623357,45.047354636001046
static-ikj,4096,4,i32,2178.182834,2148.661084,41.78372802949154,63.09798760997856
static-ikj,4096,8,i32,1283.9029580000001,1205.374208,144.55771885829105,107.04777383338656
static-ikj,4096,10,i32,1255.9967080000001,1202.069209,36.225920318654545,109.42620517760146
static-tiled,4096,1,i32,8848.8425,8703.741709,109.54485820327564,15.531856677525901
static-tiled,4096,2,i32,4460.375333,4447.413874999999,12.259317691458179,30.813315743892804
static-tiled,4096,4,i32,2224.2637919999997,2219.7331249999997,26.9566796973882,61.790761494354264
static-tiled,4096,8,i32,1308.000791,1292.6115409999998,9.287879772155662,105.07558895811096
static-tiled,4096,10,i32,1155.567292,1108.750208,26.67141012714904,118.93634790763878
