kernel,n,threads,precision,median_ms,min_ms,stddev_ms,gflops
rayon-ikj,256,8,i64,0.914209,0.780791,0.10597796163212429,36.703239631200304
rayon-ikj,256,10,i64,0.923666,0.818083,0.08052624826725756,36.32745169790812
rayon-tiled,256,1,i64,5.581792,5.4615,0.13169498617942887,6.011408522567662
rayon-tiled,256,2,i64,2.965875,2.857958,0.05341901483554333,11.313501749062247
rayon-tiled,256,4,i64,1.5225410000000001,1.47525,0.07757101441904704,22.038442314525522
rayon-tiled,256,8,i64,1.537625,1.492875,0.029818165792013466,21.822246646614097
rayon-tiled,256,10,i64,1.512875,1.472333,0.02785337975901671,22.179249442287038
static-ikj,256,1,i64,5.31475,5.303666000000001,0.059702512767051415,6.313454442824216
static-ikj,256,2,i64,2.799625,2.7655000000000003,0.03393740641681396,11.98533089253025
static-ikj,256,4,i64,1.432167,1.418,0.008184070240412206,23.42913361360791
static-ikj,256,8,i64,0.822875,0.77525,0.06571749233423319,40.77707063648792
static-ikj,256,10,i64,1.189709,0.977459,0.1120489369101733,28.20389860041405
static-tiled,256,1,i64,5.649667,5.510125,0.0936492707168613,5.939187566276031
static-tiled,256,2,i64,3.006417,2.892333,0.17195240680403406,11.160937421522032
static-tiled,256,4,i64,1.66625,1.539875,0.14372587774927656,20.137693623405852
static-tiled,256,8,i64,1.136375,0.8100419999999999,0.27160496657222605,29.52760488395116
static-tiled,256,10,i64,1.153167,1.0616670000000001,0.08787047558309895,29.097634601059514
naive-ijk,512,1,i64,133.923541,130.384,11.78537775598769,2.0043933575501858
ikj,512,1,i64,43.34804200000001,42.588583,0.4411230324333553,6.192562423004019
tiled,512,1,i64,45.996916999999996,45.669708,0.36431115437425043,5.835944526455981
rayon-ikj,512,1,i64,43.34975,42.926292,0.19411111510086299,6.192318433208958
rayon-ikj,512,2,i64,22.200667,21.878375,0.4372021122498164,12.091323922835292
rayon-ikj,512,4,i64,11.355084,11.330042,0.02634868295000689,23.64011186531073
rayon-ikj,512,8,i64,6.30925,6.164834,0.11016931444236205,42.54633371636883
rayon-ikj,512,10,i64,6.061541999999999,6.009375,0.25548920032909395,44.28501130570406
rayon-tiled,512,1,i64,46.123208,46.097875,0.2327346543935823,5.819964994629169
rayon-tiled,512,2,i64,23.478625,23.30975,0.20325750041191507,11.433184694589228
rayon-tiled,512,4,i64,11.914542,11.882541999999999,0.19748851637171203,22.53006922129277
rayon-tiled,512,8,i64,8.168166,7.609292,0.506462840295515,32.863614182179944
rayon-tiled,512,10,i64,8.086417,7.877209,0.5683302981421103,33.19584631858584
static-ikj,512,1,i64,43.901165999999996,43.297792,0.30619026629499524,6.11454046573615
static-ikj,512,2,i64,22.24375,22.082,0.16756338819234845,12.067904737285755
static-ikj,512,4,i64,11.326875,11.246584,0.04312930386291863,23.698986348838492
static-ikj,512,8,i64,7.362541,7.0501249999999995,0.3576274855463431,36.45962120957968
static-ikj,512,10,i64,8.572375000000001,8.510625000000001,0.24951612113108038,31.31401227781099
static-tiled,512,1,i64,45.968250000000005,45.617458,0.20580380996108927,5.839583973720992
static-tiled,512,2,i64,23.160333,22.685917,0.26292617965371956,11.590310726534025
static-tiled,512,4,i64,11.893749999999999,11.8385,0.033953367020075884,22.56945504992118
static-tiled,512,8,i64,7.765125,7.30625,0.44349477304958157,34.569367009545886
static-tiled,512,10,i64,8.35825,7.834875,0.5252707703797158,32.11622720067
naive-ijk,1024,1,i64,2155.014042,2118.71175,20.455846836773485,0.9965056404026903
ikj,1024,1,i64,355.501125,352.999958,2.1795930503941494,6.040722509668569
tiled,1024,1,i64,386.378208,383.0965,2.5571671856098996,5.557983352932784
rayon-ikj,1024,1,i64,357.95799999999997,356.16125,1.4002181178937252,5.999261499952509
rayon-ikj,1024,2,i64,179.15166699999997,178.34875,1.6416990516898975,11.986958781689706
rayon-ikj,1024,4,i64,90.322167,89.72225,0.48707788073089947,23.77582070191031
rayon-ikj,1024,8,i64,48.619417,47.735375,1.34972169141153,44.16925953678136
rayon-ikj,1024,10,i64,47.243874999999996,45.4935,1.0805721300093758,45.45528172699636
rayon-tiled,1024,1,i64,385.074458,383.821084,2.2930331924807295,5.57680106635377
rayon-tiled,1024,2,i64,193.48754100000002,191.741458,0.810134350863305,11.098821334444473
rayon-tiled,1024,4,i64,98.643625,97.224333,1.5744943184259796,21.77012095814605
rayon-tiled,1024,8,i64,65.810917,57.032166000000004,5.900445281683093,32.63111571595333
rayon-tiled,1024,10,i64,63.943749999999994,61.87825,1.9845034220065711,33.583949142801295
static-ikj,1024,1,i64,354.847334,352.95412500000003,1.211141311730086,6.05185228191682
static-ikj,1024,2,i64,177.90129199999998,177.446084,0.4657762894725291,12.071208836414748
static-ikj,1024,4,i64,91.025708,90.949292,3.117619672281608,23.59205652099954
static-ikj,1024,8,i64,53.459792,52.299,2.648569129152324,40.17007114430973
static-ikj,1024,10,i64,56.514250000000004,50.350958,4.736448910664646,37.998976328978976
static-tiled,1024,1,i64,386.18933300000003,385.394208,2.826608872526817,5.560701615753845
static-tiled,1024,2,i64,195.3305,192.725958,1.8093300970786208,10.994103061221878
static-tiled,1024,4,i64,98.03070899999999,97.54570899999999,0.3882128369370415,21.906233974090714
static-tiled,1024,8,i64,59.818708,58.19125,1.1197650961189158,35.89986677746367
static-tiled,1024,10,i64,66.608292,60.076,6.667809703767999,32.24048513359268
naive-ijk,2048,1,i64,30339.486624999998,30139.972458,237.21519491580767,0.5662544457770634
ikj,2048,1,i64,2813.482875,2805.0712080000003,36.71939604092082,6.1062639963642935
tiled,2048,1,i64,3104.471958,3102.8630000000003,2.814414947112239,5.533910248320561
rayon-ikj,2048,1,i64,2797.538583,2793.1082499999998,2.581823495365288,6.141066038694917
rayon-ikj,2048,2,i64,1392.210625,1388.512167,2.7388463303402992,12.339992868535967
rayon-ikj,2048,4,i64,742.207875,729.990458,22.45764976060505,23.146977770883932
rayon-ikj,2048,8,i64,436.697333,420.729083,10.305051308243142,39.34044906108918
rayon-ikj,2048,10,i64,450.348709,421.20208399999996,25.00812788271356,38.14792590867626
rayon-tiled,2048,1,i64,3123.995834,3118.3019999999997,5.879133253391291,5.4993252542218345
rayon-tiled,2048,2,i64,1560.7159589999999,1551.7361250000001,4.068217722038975,11.007684700685502
rayon-tiled,2048,4,i64,771.920791,771.2655000000001,2.364698343211855,22.256000077085627
rayon-tiled,2048,8,i64,468.221375,461.994542,4.39357333548974,36.691766120246
rayon-tiled,2048,10,i64,485.93199999999996,469.866125,15.470781736907048,35.35447178617584
static-ikj,2048,1,i64,2844.003334,2837.5867919999996,14.751325638573505,6.040734544370967
static-ikj,2048,2,i64,1397.3200000000002,1388.7455,5.28956551115404,12.294871027395297
static-ikj,2048,4,i64,745.710916,744.516709,13.007860664865602,23.038242857102016
static-ikj,2048,8,i64,466.26879199999996,438.722208,15.25257959159534,36.845419377756684
static-ikj,2048,10,i64,474.350833,459.843292,11.757749337961185,36.21764312154164
static-tiled,2048,1,i64,3136.555375,3104.172084,28.15183833059551,5.477304600114066
static-tiled,2048,2,i64,1556.0294159999999,1551.993166,4.36106139793741,11.040838307648036
static-tiled,2048,4,i64,768.914458,767.91775,0.9418060871759812,22.343017490770084
static-tiled,2048,8,i64,447.93699999999995,439.40275,8.414505492327121,38.35331572073752
static-tiled,2048,10,i64,451.952042,439.265041,16.748959647904854,38.012593345025756
naive-ijk,4096,1,i64,388069.746416,387773.284167,203.51502232483918,0.35416044342881925
ikj,4096,1,i64,22259.427459000002,22239.386875,17.263501764109673,6.17441547969511
tiled,4096,1,i64,24005.293958,23998.302875,5.4812937497578575,5.72536015232578
rayon-ikj,4096,1,i64,22259.029834,22256.109958,3.5325588515578468,6.174525776593647
rayon-ikj,4096,2,i64,11155.509958,11140.221542000001,9.3412659107951,12.320275271094873
rayon-ikj,4096,4,i64,5903.945959,5878.635542,43.299169035699165,23.279168614761367
rayon-ikj,4096,8,i64,3963.9519170000003,3893.496333,35.13647069044461,34.67220499889832
rayon-ikj,4096,10,i64,3948.433042,3867.0811249999997,51.673447340773876,34.80848022748362
rayon-tiled,4096,1,i64,25669.494625,25570.101292,72.35956533644841,5.3541744969979135
rayon-tiled,4096,2,i64,12763.548,12739.842792,22.9650922365887,10.768083723428626
rayon-tiled,4096,4,i64,6285.048125,6280.008,4.594612226894473,21.867605583688352
rayon-tiled,4096,8,i64,3719.6259170000003,3681.662958,43.81908709688136,36.94967089132689
rayon-tiled,4096,10,i64,3721.639125,3677.303167,24.442325707116858,36.929683092795834
static-ikj,4096,1,i64,22273.410375,22261.171333,62.396198157162665,6.170539273422784
static-ikj,4096,2,i64,11124.605334,11103.726292,24.878447918878923,12.354501516736683
static-ikj,4096,4,i64,5967.254458,5912.497584000001,732.0768224085641,23.03219251656722
static-ikj,4096,8,i64,4264.201125,4050.3237500000005,126.51720830931795,32.23087969894947
static-ikj,4096,10,i64,4010.215833,3932.359292,114.36456382097589,34.272208578156096
static-tiled,4096,1,i64,25549.127417,24227.928792,621.010224589514,5.3793991171906015
static-tiled,4096,2,i64,12777.653166,12773.015083,12.904190071976391,10.756196907716253
static-tiled,4096,4,i64,6269.200916,6265.821333,11.438972454189292,21.922882248235798
static-tiled,4096,8,i64,3710.91275,3685.720875,17.521091506576678,37.03642815962192
static-tiled,4096,10,i64,3658.310791,3610.385917,36.8862898007006,37.56896593097577
