kernel,n,threads,precision,median_ms,min_ms,stddev_ms,gflops
ikj,256,1,f64,2.5734999999999997,2.5379579999999997,0.04847756131964562,13.038442587915291
tiled,256,1,f64,2.664667,2.64825,0.060216128298820434,12.592354691974645
rayon-ikj,256,1,f64,2.565875,2.5528750000000002,0.0247438455337888,13.077188873191407
rayon-ikj,256,2,f64,1.331709,1.3209160000000002,0.03345794105589876,25.19651966007589
rayon-ikj,256,4,f64,0.716292,0.702625,0.017512369043050667,46.844627609969116
rayon-ikj,256,8,f64,0.504167,0.432459,0.06720382415235011,66.55420128647849
rayon-ikj,256,10,f64,0.432125,0.42450000000000004,0.00551683952095762,77.64982817471795
rayon-tiled,256,1,f64,2.6601250000000003,2.65725,0.007393369881184147,12.613855363939663
rayon-tiled,256,2,f64,1.417167,1.38175,0.03462914088885255,23.67711921036829
rayon-tiled,256,4,f64,0.734292,0.7298749999999999,0.008569427652999955,45.69630610165983
rayon-tiled,256,8,f64,0.764,0.729958,0.02893383234554315,43.91941361256544
rayon-tiled,256,10,f64,0.750625,0.740791,0.024702640719161947,44.70199100749376
static-ikj,256,1,f64,2.651125,2.5625829999999996,0.046844030660266815,12.656676693856383
static-ikj,256,2,f64,1.3245,1.316541,0.03819952379938785,25.333659494148733
static-ikj,256,4,f64,0.744917,0.707042,0.022769679982380102,45.044524423526376
static-ikj,256,8,f64,0.644625,0.628625,0.018409495625899143,52.05263835563312
static-ikj,256,10,f64,0.594083,0.563584,0.0525527195633109,56.4810506276059
static-tiled,256,1,f64,2.735,2.731083,0.013644485816622027,12.268530895795246
static-tiled,256,2,f64,1.393584,1.389125,0.0029650738102111767,24.077796530384965
static-tiled,256,4,f64,0.759792,0.754333,0.024114460883461614,44.16265504243266
static-tiled,256,8,f64,0.462167,0.436333,0.0812643246954037,72.60239696906098
static-tiled,256,10,f64,0.58775,0.578,0.011890647585392522,57.0896333475117
naive-ijk,512,1,f64,125.569041,124.0805,1.483471296657167,2.137751900167813
ikj,512,1,f64,20.425041,20.243667,0.15434768210925628,13.142468404347387
tiled,512,1,f64,25.203083,24.983584,0.1682404290956852,10.650897590584453
rayon-ikj,512,1,f64,20.517083,20.412459000000002,0.25304323016729663,13.083509775731766
rayon-ikj,512,2,f64,10.585541000000001,10.444,0.08704506274740634,25.35869031162413
rayon-ikj,512,4,f64,5.413917,5.3950830000000005,0.051846149675747424,49.58248454861794
rayon-ikj,512,8,f64,2.952875,2.8850830000000003,0.04721649344032222,90.90647453752698
rayon-ikj,512,10,f64,3.018042,2.934833,0.16881876039054428,88.94357865132427
rayon-tiled,512,1,f64,25.386209,25.279333,0.15007316455549324,10.574066257785871
rayon-tiled,512,2,f64,12.990625,12.882624999999999,0.10055190222865046,20.66378299735386
rayon-tiled,512,4,f64,6.798084,6.5774170000000005,0.10268424242161002,39.48692837570115
rayon-tiled,512,8,f64,3.752333,3.376333,0.825332892051141,71.53828191687678
rayon-tiled,512,10,f64,3.5440419999999997,3.430208,0.5221898057102418,75.74274119776233
static-ikj,512,1,f64,20.592209,20.459583,0.10867600799026485,13.035777560338476
static-ikj,512,2,f64,10.603375,10.343209000000002,0.1721582692936929,25.316039091327053
static-ikj,512,4,f64,5.4382090000000005,5.379042,0.031748391912032235,49.361003962885576
static-ikj,512,8,f64,2.791625,2.763,0.048520601596641615,96.15741942417051
static-ikj,512,10,f64,3.677708,3.618541,0.06040820001705079,72.98987739102724
static-tiled,512,1,f64,25.376625,24.946875,0.21091095205631324,10.578059769571407
static-tiled,512,2,f64,13.039458,12.949292,0.3503305251137849,20.586396765877847
static-tiled,512,4,f64,6.637292,6.587458,0.087648106868888,40.44352064064681
static-tiled,512,8,f64,3.3595,3.3376669999999997,0.043398801092887414,79.90339514808751
static-tiled,512,10,f64,4.522708000000001,3.8457500000000002,0.3941716215336918,59.35281605622119
naive-ijk,1024,1,f64,1477.685041,1474.5071249999999,4.786199212195396,1.4532756226230217
ikj,1024,1,f64,172.6355,171.023333,0.9078524719993256,12.439409321952901
tiled,1024,1,f64,237.857083,236.60695900000002,1.3994461768966957,9.02846205340877
rayon-ikj,1024,1,f64,174.38562499999998,172.568208,1.2906429862508493,12.314568061444286
rayon-ikj,1024,2,f64,88.833042,87.62100000000001,1.4199388473237093,24.17437925856462
rayon-ikj,1024,4,f64,45.108000000000004,45.015666,0.15425679511936952,47.607600602997245
rayon-ikj,1024,8,f64,23.570833999999998,23.262125,0.537474039207755,91.10766500667732
rayon-ikj,1024,10,f64,22.021875,21.750208,2.331102328692329,97.51593122747269
rayon-tiled,1024,1,f64,237.963209,237.366125,1.313352582843317,9.024435571466848
rayon-tiled,1024,2,f64,126.08287500000002,123.98337500000001,2.223690669629819,17.032318211335202
rayon-tiled,1024,4,f64,62.940208,62.245333,0.5046465679824832,34.119424073082186
rayon-tiled,1024,8,f64,33.42325,33.059375,0.4512457299136462,64.25119184998466
rayon-tiled,1024,10,f64,32.414708,32.000084,1.3341372738044235,66.25028514833451
static-ikj,1024,1,f64,173.331792,172.808041,0.9125882679561946,12.389438909164454
static-ikj,1024,2,f64,88.31262500000001,87.906875,0.7790539761245672,24.316836330026426
static-ikj,1024,4,f64,45.118834,44.703166,0.4332285638670406,47.59616899674314
static-ikj,1024,8,f64,24.031917,22.910667,2.0729395430446598,89.35964817122164
static-ikj,1024,10,f64,27.374917,25.020541,1.9398551560619932,78.44712909997135
static-tiled,1024,1,f64,238.58433300000002,237.48587500000002,0.8844509019686625,9.000941599966668
static-tiled,1024,2,f64,126.14962499999999,123.95079100000001,2.6063873681541816,17.023305840187795
static-tiled,1024,4,f64,63.11770899999999,61.89775,0.9075426276413674,34.023472683395404
static-tiled,1024,8,f64,31.751834,31.657249999999998,1.8154533986587214,67.63337349269337
static-tiled,1024,10,f64,35.02675,33.045457999999996,2.3208231945254463,61.30981743952836
